Set,Bonafide Or Spoof,Language,Singer,Title,Model,Url
Training,spoof,Mandarin,Stefanie_Sun,Ai孙燕姿 翻唱：《当》cover动力火车,unknown,https://www.bilibili.com/video/BV1dN411y7ui/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《春泥》 这大概是最好听的女版翻唱之一,unknown,https://www.bilibili.com/video/BV1ds4y1C7ti/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,「 AI 孙燕姿 」《修炼爱情》 别人有的爱，我们不可能模仿,unknown,https://www.bilibili.com/video/BV18P411D7w8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI 孙燕姿】《爱情转移&富士山下》爱情不停站，想开往地老天荒，需要多勇敢,unknown,https://www.bilibili.com/video/BV1su411h7NC/?spm_id_from=333.788
Training,spoof,Mandarin,Stefanie_Sun,烟花易冷,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=33
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《无论你多怪异我还是会喜欢你》，歌声温柔动人，歌词暖心感人，让人感受到爱的力量！,unknown,https://www.bilibili.com/video/BV1UN411D7ZL/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Stefanie_Sun,【AI 孙燕姿】《Apologize》再次听到这首歌时，你会有怎样的感觉,unknown,https://www.bilibili.com/video/BV1ck4y1u7wc/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI翻唱 不是“孙燕姿”】她來聽我的演唱會 cover 張學友（在40歲後唱歌的女人很美，2025聽我們的演唱會）,Sovits4.0,https://www.youtube.com/watch?v=ueOi0jtOMPE&list=PLqil1-qewx9jmnoE_P_R39UIO325ZLS1j
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿翻唱梁静茹的《宁夏》超级好听！让人陶醉在音乐里,unknown,https://www.bilibili.com/video/BV1tz4y1q7hR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿演绎《快乐小神仙》，欢快活泼的旋律，让人感受到童年无忧无虑的快乐时光！,unknown,https://www.bilibili.com/video/BV1ch4y1M7iS/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,《岁月神偷》cover 金玟岐,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=17
Training,spoof,Mandarin,Stefanie_Sun,安静,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=20
Training,spoof,Mandarin,Stefanie_Sun,《有何不可》cover 许嵩,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=15
Training,spoof,Mandarin,Stefanie_Sun,大城小爱,sovits,https://www.bilibili.com/video/BV1Mz4y1p7hY?p=3
Training,spoof,Mandarin,Stefanie_Sun,【AI孙燕姿】《凄美地》,Sovits4.0,https://www.bilibili.com/video/BV1DN411e7iU/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿演绎《伤不起》，感性的旋律加上温暖的歌声，带领人们走出情感的伤痛，重新拥抱生活！,Sovits4.0,https://www.bilibili.com/video/BV1Eg4y1A7bg/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿演绎《醉拳》主题曲，歌声充满力量，配合精彩的武打场面，让人热血沸腾！,Sovits4.0,https://www.bilibili.com/video/BV1wa4y1w7Mb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,【AI 孙燕姿】【4K】 我可以 - cover 蔡旻佑,模型：感谢 Ozzy23 大大的提供~ https://www.bilibili.com/video/BV1kk4y1Y7vp/?spm_id_from=333.788.recommend_more_video.1&vd_source=d411fe26fb0b49924dce862b8c10c6bc,https://www.bilibili.com/video/BV1Ac411K74W/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿演绎《好运来》，嗓音甜美动人，带来好心情！,unknown,https://www.bilibili.com/video/BV1YM4y1n7g7/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Stefanie_Sun,AI孙燕姿翻唱《红色高跟鞋》，魅惑嗓音配上动感舞蹈，性感十足！,unknown,https://www.bilibili.com/video/BV1bX4y1i7oG/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,我们可能就这样-歌词版,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=13&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,张紫宁新歌《失眠哲学》,N/A,https://www.bilibili.com/video/BV1YA411B74M/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Zhang_Zining,火箭少女101紫宁翻唱林俊杰的《不为谁而作的歌》爆红网络！,N/A,https://www.bilibili.com/video/BV12x411o7nA/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,不爱而别,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=12&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,一首让你怀疑耳机质量的OST，网剧《穿越火线》最新插曲《不服》,N/A,https://www.bilibili.com/video/BV1Vf4y1d7hk/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Zhang_Zining,【张紫宁】《如果你也听说》练习室 （张惠妹cover）字幕LYRICS,N/A,https://www.youtube.com/watch?v=ZSFv6okSohU
Training,bonafide,Mandarin,Zhang_Zining,念未别,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=8&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,漂流【2nd Rec.X】,N/A,https://www.bilibili.com/video/BV1jG411W7L9?p=14&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,月下,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=9&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,恋爱三分甜,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=10&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,我们,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=21&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,云边,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=11&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,愉快纪念,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=15&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,戏春令,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=7&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,好人坏人-歌词版,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=4&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,做张紫宁的作品粉好幸福-紫宁solo歌曲MV合集,N/A,https://www.bilibili.com/video/BV1Y44y187A6/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,落笔成殇-剧情版,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=2&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,I WANNA SEE YOU NOW,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=6&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,火箭少女101紫宁（张紫宁）《清平乐》MV（纯净无对白）,N/A,https://www.bilibili.com/video/BV1Zi4y137ag/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Zhang_Zining,爱转,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=17&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,我想我不一样,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=18&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,眉飞色舞,N/A,https://www.bilibili.com/video/BV19Z4y137sk?p=9
Training,bonafide,Mandarin,Zhang_Zining,【舞台】张紫宁《漂流》舞台冬日氛围感满满,N/A,https://www.bilibili.com/video/BV1MV4y1F78U/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,对立面,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=5&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,火箭少女101 紫宁《自己》Mv solo直拍 -(风中歌唱组),N/A,https://www.bilibili.com/video/BV1At41137U8/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,【索尼音乐】張紫寧 Winnie Zhang《我想我不一樣》Official Music Video,N/A,https://www.bilibili.com/video/BV1G341137GS/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Zhang_Zining,淡水河【2nd Rec.X】,N/A,https://www.bilibili.com/video/BV1jG411W7L9?p=18&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,其实也还好-歌词版,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=14&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,苏西的世界,N/A,https://www.bilibili.com/video/BV1Y44y187A6?p=16&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Zhang_Zining,【Official MV】苏西的世界 - 张紫宁,N/A,https://www.bilibili.com/video/BV11541157rj/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Zhang_Zining,"【张紫宁】数字EP先行单曲《爱转》-- ""过去不打扰，未来刚好""",N/A,https://www.bilibili.com/video/BV1x54y1v7d4/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Zhang_Zining,波特兰灯塔【1st 莫尔MORE】,N/A,https://www.bilibili.com/video/BV1jG411W7L9?p=9&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--笼，消失的她片尾主题曲,unknown,https://www.bilibili.com/video/BV1Hj411Z7AR/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--字字句句，他字字未提喜欢你，你句句都是我愿意,unknown,https://www.bilibili.com/video/BV1g8411S7DM/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--Love U U，关于爱永远差了那么一点接近永远，很想给你幸福你却自我保护,unknown,https://www.bilibili.com/video/BV13p4y1G7WM/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--愿与愁，感受人与人之间爱的连接与温度,unknown,https://www.bilibili.com/video/BV1cu4y1D7R3/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--记得+全新MV，陪紫宁走过的那些年一定记得,unknown,https://www.bilibili.com/video/BV1X8411U7tn/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Zhang_Zining,[AI张紫宁]翻唱--After The Rain，大雨过后奔向我们永远都不会承受痛苦的地方,unknown,https://www.bilibili.com/video/BV17u4y117ZZ/?vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--大男人·小女孩（cover：林俊杰），遗憾的已都变成勉强了，怎么能重新再来,unknown,https://www.bilibili.com/video/BV1KG411Z7Q5/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--离开的那一些，我们的故事有始有终，美好的时光回味无穷,unknown,https://www.bilibili.com/video/BV11h4y1y7vS/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--我曾遇到一束光,unknown,https://www.bilibili.com/video/BV1Zu411L7PV/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--Baby Baby（cover：林俊杰），将来我们都是某个女孩唯一依靠，碰肩膀的微笑,unknown,https://www.bilibili.com/video/BV1hP411W7dJ/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--交换余生，阴天之后总有续命的晴空,unknown,https://www.bilibili.com/video/BV1vN411Y77U/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--不为谁而作的歌（cover：林俊杰），也许在真实面对自己才不顾一切,unknown,https://www.bilibili.com/video/BV1cp4y1N7BV/?spm_id_from=444.41.list.card_archive.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--如果我还剩一件事情可以做，我会把想念都往心里挪你测不出我寂寞，也算是有了着落-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=403637450&bvid=BV18V411K7Di
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--小瓶子，当你打开我的瓶子，也就看到了我的故事……-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=956793671&bvid=BV12p4y1V7kd
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--离开的那一些，我们的故事有始有终，美好的时光回味无穷-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=658912983&bvid=BV11h4y1y7vS
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--九种使用孤独的正确方式，当你正确使用孤独的时候，你会发现你开始会享受-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=488914199&bvid=BV1YN411a7id
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--交换余生，阴天之后总有续命的晴空-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=489148154&bvid=BV1vN411Y77U
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--不缺，Nothing is Missing安于现状，所有事情将不会发生-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=531531419&bvid=BV1qu411G7zq
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--孤独娱乐，那些年经历疫情的孤独时光终将消散-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=701450732&bvid=BV1Tm4y1j7mL
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--Wonderland，温柔版神级编曲宁氏Rap，过去现在未来都将不再有局限-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=786545916&bvid=BV1A14y167mW
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--自画像，如果人总会错过什么，我不愿意错过读你的资格-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=616264273&bvid=BV1Uh4y1L7N9
Training,spoof,English,Zhang_Zining,[AI张紫宁]翻唱--Now That She’s Gone，在我有机会表白之前，我和你一起度过-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=574132185&bvid=BV19z4y1W72r
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--暗恋+全新MV-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=913314113&bvid=BV1GM4y1x7tP
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--如果我还剩一件事情可以做，在有限的时间可以做最后一件事情的话，那会是什么呢-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=446161578&bvid=BV16j411o7W6
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--一生的爱，风雪淹埋不了期待，我只想要给你我一生的爱-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=489472284&bvid=BV19N411b7Xf
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--我们很好，即使没有任何人祝福，也没有任何人挂念，我们也可以很好-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=489086371&bvid=BV1LN411Y7fv
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--Stay With You ，没有被禁锢的城，只有离不开的爱，我们永远与你们同在-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=274111913&bvid=BV1cc411c7Ew
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--害怕，我的爱是说停不能停，已经浓得不能说是曾经-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=404427712&bvid=BV1LV411V7VR
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--黑色泡沫，日出换日落，青春换成就-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=616331926&bvid=BV14h4y1V7Kc
Training,spoof,English,Zhang_Zining,[AI张紫宁]翻唱--After The Rain，大雨过后奔向我们永远都不会承受痛苦的地方-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=829270215&bvid=BV17u4y117ZZ
Training,spoof,Mandarin,Zhang_Zining,[AI张紫宁]翻唱--一时的选择，我是夜空你是银河，你是我一生的选择-五糖爱音乐-AI张紫宁翻唱合集-视频,unknown,https://www.bilibili.com/list/285815719?sid=3430661&desc=1&oid=531204320&bvid=BV1qu411V7BD
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Yo Soy Eterno》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV11M4y1j7dR/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《天空没有极限》| 第十四章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1fd4y1T72J/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【4K珍藏】邓紫棋《多远都要在一起》！请不要离开我的回忆！,N/A,https://www.bilibili.com/video/BV1km4y1Y7VD/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Me & You》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1Pm4y1E7ns/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Mira Hacia El Cielo》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1sx4y1o7s3/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《 Fuerza Centrífuga》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1vV4y1h7nv/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Pasión》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1Tx4y1o7n8/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《El Hombre que Ríe 》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV11k4y1K7kj/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,邓紫棋江苏跨年《倒数》磅礴高音版回归！,N/A,https://www.bilibili.com/video/BV1BR4y1U7g6/?spm_id_from=333.788.recommend_more_video.-1&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《夜的尽头》| 第十三章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1z8411t7tB/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,《冰河时代》-【启示录/MV】-（2022.08.30）,N/A,https://www.bilibili.com/video/BV1Ab411u7jT?p=8
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《La Edad de Hielo》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1eg4y1w7Wo/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《受难曲》 | 第六章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1wv4y1F7tF/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,《少年与海》-【启示录/MV】-（2022.09.02）,N/A,https://www.bilibili.com/video/BV1Ab411u7jT?p=7
Validation,bonafide,Mandarin,G.E.M.,《你不是第一个离开的人》-【启示录/MV】-（2022.08.19）,N/A,https://www.bilibili.com/video/BV1Ab411u7jT?p=11
Validation,bonafide,Mandarin,G.E.M.,《受难曲》-【启示录/MV】-（2022.08.26）,N/A,https://www.bilibili.com/video/BV1Ab411u7jT?p=9
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《让世界暂停一分钟》| 第十二章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1XW4y1i72L/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,《不想回家》-【启示录/MV】-（2022.08.23）,N/A,https://www.bilibili.com/video/BV1Ab411u7jT?p=10
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《El Viejo y El Mar》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV14V411T7fP/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Un Momento》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1HP411y7mb/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Gloria》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1Xh411K7Ts/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《One More Night》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1aN411m7bd/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,淦！邓紫棋唱《曹操》也太好听了吧！,N/A,https://www.bilibili.com/video/BV1pT4y1J7KF/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,《老人与海》-【启示录/MV】-（2022.09.06）,N/A,https://www.bilibili.com/video/BV1Ab411u7jT?p=6
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《Hell》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV12a4y1c7kc/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《只有我和你的地方》 | 第三章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1qW4y1h7wv/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Spanish,G.E.M.,【4K超清 | 官方MV】邓紫棋《El Joven y El Mar》西语版 | Revelación｜G.E.M.,N/A,https://www.bilibili.com/video/BV1hk4y1P7Ax/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《冰河时代》| 第七章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1bt4y1E7UU/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《你不是第一个离开的人》 | 第四章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1gB4y1z78T/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《不想回家》| 第五章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1vg411r7mq/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
Validation,bonafide,Mandarin,G.E.M.,【官方MV】G.E.M.邓紫棋《离心力》| 第十一章 | 启示录REVELATION,N/A,https://www.bilibili.com/video/BV1324y1Z7F9/?spm_id_from=333.788&vd_source=6773a02315422cd9e9d1490e5baec619
